Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S1_p;known;transe;100;0.5;1;r2n;[24.074545240402223, 2.4267409001272195];[1.4975, 0.0021];[1.5521, 0.0039];[1.4429, 0.0021];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0067];[0.3265, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4103, 0.0076];[0.4267, 0.0068];[0.394, 0.0089];[0.6437, 0.0159];[0.556, 0.0185];[0.644, 0.0338];[0.73, 0.0261];[0.958, 0.016];[0.6517, 0.0245];[0.562, 0.0194];[0.646, 0.0492];[0.754, 0.0367];[0.952, 0.016];[0.8803, 0.0069];[0.9092, 0.0085];[0.8515, 0.0062];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7408, 0.0107];[0.62, 0.0283];[0.808, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;sbr;[22.06986713409424, 2.3634677688233214];[1.5479, 0.004];[1.5521, 0.0039];[1.5438, 0.0041];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6151, 0.0076];[0.3389, 0.011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.422, 0.008];[0.4267, 0.0068];[0.4174, 0.0094];[0.6437, 0.0159];[0.556, 0.0185];[0.644, 0.0338];[0.73, 0.0261];[0.958, 0.016];[0.6514, 0.0178];[0.558, 0.0183];[0.656, 0.0393];[0.758, 0.0387];[0.98, 0.0141];[0.8962, 0.007];[0.9092, 0.0085];[0.8833, 0.0061];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7621, 0.007];[0.624, 0.015];[0.88, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;rnm;[21.28406662940979, 0.5530643474367979];[1.5497, 0.004];[1.5521, 0.0039];[1.5474, 0.0041];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6114, 0.0085];[0.333, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4239, 0.0077];[0.4267, 0.0068];[0.4211, 0.0086];[0.6437, 0.0159];[0.556, 0.0185];[0.644, 0.0338];[0.73, 0.0261];[0.958, 0.016];[0.6454, 0.0167];[0.556, 0.0185];[0.644, 0.0338];[0.736, 0.0356];[0.976, 0.0174];[0.9029, 0.0081];[0.9092, 0.0085];[0.8967, 0.0079];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7395, 0.0148];[0.604, 0.0196];[0.848, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;complex;100;0.5;1;no_reasoner;[28.112027311325072, 3.6298037998627355];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.886, 0.012];[0.3698, 0.0241];[1.4023, 0.0];[0.9247, 0.0081];[0.886, 0.015];[0.958, 0.004];[0.966, 0.0102];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7355, 0.0442];[0.3861, 0.0885];[3.085, 0.0];[0.9215, 0.0099];[0.88, 0.0126];[0.944, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;complex;100;0.5;1;dcr;[66.45193595886231, 2.3573327639318915];[0.0191, 0.0004];[0.012, 0.0002];[0.0148, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.361, 0.0334];[0.3563, 0.0323];[0.3543, 0.034];[0.9325, 0.0092];[0.898, 0.0194];[0.964, 0.0102];[0.972, 0.0098];[0.998, 0.004];[0.9322, 0.0097];[0.898, 0.0194];[0.964, 0.0102];[0.97, 0.0126];[0.992, 0.0075];[0.3886, 0.0704];[0.39, 0.0753];[0.3757, 0.0658];[0.9195, 0.012];[0.88, 0.0179];[0.928, 0.016];[1.0, 0.0];[1.0, 0.0];[0.9199, 0.0116];[0.88, 0.0179];[0.932, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;complex;100;0.5;1;r2n;[71.8375699043274, 3.1520235831371277];[0.0133, 0.0001];[0.012, 0.0002];[0.0146, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3584, 0.0271];[0.3584, 0.0272];[0.3583, 0.027];[0.9276, 0.0077];[0.888, 0.016];[0.962, 0.0075];[0.968, 0.0098];[0.998, 0.004];[0.9274, 0.0077];[0.888, 0.016];[0.962, 0.0075];[0.968, 0.0098];[0.996, 0.008];[0.3786, 0.076];[0.3798, 0.0774];[0.3775, 0.0747];[0.9281, 0.0044];[0.896, 0.008];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9281, 0.0044];[0.896, 0.008];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;complex;100;0.5;1;sbr;[41.805246114730835, 3.785395335757809];[0.0174, 0.0011];[0.0141, 0.001];[0.0207, 0.0012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2243, 0.0266];[0.2096, 0.0291];[0.2389, 0.0244];[0.9471, 0.0069];[0.922, 0.0117];[0.964, 0.0102];[0.976, 0.0102];[0.998, 0.004];[0.9606, 0.0094];[0.936, 0.015];[0.984, 0.008];[0.994, 0.0049];[1.0, 0.0];[0.2863, 0.0538];[0.2894, 0.0685];[0.2832, 0.0414];[0.9361, 0.023];[0.908, 0.0371];[0.944, 0.015];[1.0, 0.0];[1.0, 0.0];[0.9567, 0.0202];[0.928, 0.0349];[0.984, 0.008];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;complex;100;0.5;1;rnm;[41.31098222732544, 2.0121292447633596];[0.0128, 0.0002];[0.012, 0.0002];[0.0136, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3048, 0.0272];[0.3103, 0.0271];[0.2993, 0.0278];[0.9332, 0.0044];[0.898, 0.0117];[0.962, 0.0117];[0.974, 0.0102];[0.998, 0.004];[0.9352, 0.0047];[0.898, 0.0117];[0.964, 0.0102];[0.986, 0.0049];[1.0, 0.0];[0.332, 0.0707];[0.3634, 0.087];[0.3006, 0.0553];[0.9321, 0.0079];[0.904, 0.008];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.937, 0.0068];[0.904, 0.008];[0.972, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;1;no_reasoner;[26.48550624847412, 4.586745872450192];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8578, 0.0091];[0.3134, 0.0182];[1.4023, 0.0];[0.9284, 0.0056];[0.894, 0.0136];[0.954, 0.0136];[0.966, 0.012];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7245, 0.0361];[0.364, 0.0722];[3.085, 0.0];[0.9237, 0.0121];[0.892, 0.016];[0.932, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;1;dcr;[63.66429662704468, 4.6339632132557815];[0.0207, 0.0019];[0.0122, 0.0004];[0.0174, 0.0031];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3131, 0.0228];[0.3067, 0.0234];[0.3076, 0.0228];[0.9239, 0.0092];[0.882, 0.0214];[0.956, 0.0102];[0.972, 0.0075];[1.0, 0.0];[0.9232, 0.0088];[0.882, 0.0214];[0.954, 0.0102];[0.97, 0.0063];[0.992, 0.0075];[0.3625, 0.0512];[0.3631, 0.0571];[0.3501, 0.0467];[0.9065, 0.0087];[0.856, 0.0196];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9063, 0.0084];[0.856, 0.0196];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;1;r2n;[62.568655776977536, 2.5813564672029985];[0.0134, 0.0003];[0.0121, 0.0004];[0.0147, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2957, 0.0262];[0.2957, 0.0262];[0.2956, 0.0262];[0.9364, 0.0094];[0.904, 0.0196];[0.958, 0.0075];[0.972, 0.0075];[1.0, 0.0];[0.9362, 0.0093];[0.904, 0.0196];[0.958, 0.0075];[0.972, 0.0075];[0.996, 0.008];[0.3548, 0.0565];[0.3559, 0.0578];[0.3537, 0.0552];[0.9166, 0.011];[0.876, 0.015];[0.928, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9166, 0.011];[0.876, 0.015];[0.928, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;1;sbr;[29.931431341171265, 2.9342687656519573];[0.0217, 0.003];[0.0168, 0.0027];[0.0265, 0.0033];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.1917, 0.0199];[0.1835, 0.0225];[0.1999, 0.0178];[0.9446, 0.0059];[0.918, 0.0117];[0.962, 0.0147];[0.974, 0.0136];[1.0, 0.0];[0.9565, 0.0073];[0.93, 0.0141];[0.976, 0.0049];[0.992, 0.004];[0.998, 0.004];[0.2729, 0.0489];[0.2839, 0.0663];[0.2619, 0.0325];[0.9288, 0.0119];[0.896, 0.015];[0.944, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9452, 0.0114];[0.916, 0.0233];[0.968, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;1;rnm;[33.150172519683835, 3.8055596085709733];[0.0139, 0.0007];[0.0123, 0.0004];[0.0156, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2419, 0.0239];[0.2457, 0.0243];[0.2381, 0.024];[0.94, 0.0067];[0.912, 0.0133];[0.956, 0.008];[0.974, 0.0102];[1.0, 0.0];[0.9434, 0.0085];[0.912, 0.0133];[0.966, 0.012];[0.986, 0.0136];[1.0, 0.0];[0.3096, 0.0478];[0.3339, 0.0621];[0.2853, 0.0359];[0.9091, 0.0094];[0.86, 0.0126];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.914, 0.0079];[0.86, 0.0126];[0.968, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;1;no_reasoner;[23.0126811504364, 1.3224554302378349];[3.3469, 0.0019];[1.5521, 0.0039];[5.1416, 0.0];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9144, 0.0027];[0.4265, 0.0055];[1.4023, 0.0];[0.6428, 0.0113];[0.558, 0.0172];[0.64, 0.0167];[0.726, 0.0185];[0.948, 0.016];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;1;dcr;[61.69745836257935, 8.789503514700902];[1.4504, 0.0109];[1.5481, 0.007];[1.345, 0.0188];[0.6136, 0.0072];[0.3342, 0.0117];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6547, 0.0147];[0.4004, 0.0288];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4345, 0.017];[0.4247, 0.0085];[0.4367, 0.0374];[0.647, 0.0135];[0.552, 0.0214];[0.652, 0.0172];[0.744, 0.048];[0.962, 0.0172];[0.6624, 0.0325];[0.568, 0.0331];[0.668, 0.0453];[0.758, 0.0417];[0.958, 0.0098];[0.7322, 0.0268];[0.9228, 0.0263];[0.5339, 0.066];[0.7251, 0.0206];[0.596, 0.0196];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0];[0.7554, 0.0584];[0.652, 0.0601];[0.856, 0.0907];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;1;r2n;[64.87564964294434, 9.33221348957898];[1.4952, 0.0069];[1.5481, 0.007];[1.4424, 0.0075];[0.6136, 0.0072];[0.3342, 0.0117];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6083, 0.0122];[0.3279, 0.0215];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4107, 0.007];[0.4247, 0.0085];[0.3968, 0.0067];[0.647, 0.0135];[0.552, 0.0214];[0.652, 0.0172];[0.744, 0.048];[0.962, 0.0172];[0.6408, 0.0114];[0.548, 0.0075];[0.644, 0.0287];[0.732, 0.0271];[0.946, 0.0273];[0.8945, 0.0234];[0.9228, 0.0263];[0.8662, 0.0232];[0.7251, 0.0206];[0.596, 0.0196];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0];[0.7244, 0.0303];[0.604, 0.0344];[0.776, 0.0543];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;1;sbr;[41.36388802528381, 13.992355236440874];[1.5311, 0.0071];[1.5481, 0.007];[1.5142, 0.0072];[0.6136, 0.0072];[0.3342, 0.0117];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6138, 0.0055];[0.333, 0.0076];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4126, 0.0073];[0.4247, 0.0085];[0.4005, 0.0066];[0.647, 0.0135];[0.552, 0.0214];[0.652, 0.0172];[0.744, 0.048];[0.962, 0.0172];[0.6366, 0.0117];[0.542, 0.0194];[0.648, 0.0172];[0.734, 0.0258];[0.966, 0.0162];[0.869, 0.0167];[0.9228, 0.0263];[0.8152, 0.0091];[0.7251, 0.0206];[0.596, 0.0196];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0];[0.7061, 0.0197];[0.58, 0.0358];[0.764, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;1;rnm;[33.01304731369019, 5.013609413148241];[1.5368, 0.0071];[1.5481, 0.007];[1.5255, 0.0074];[0.6136, 0.0072];[0.3342, 0.0117];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.615, 0.0062];[0.3351, 0.0096];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4166, 0.0077];[0.4247, 0.0085];[0.4084, 0.007];[0.647, 0.0135];[0.552, 0.0214];[0.652, 0.0172];[0.744, 0.048];[0.962, 0.0172];[0.6427, 0.0133];[0.548, 0.0271];[0.652, 0.0172];[0.738, 0.0293];[0.974, 0.015];[0.888, 0.0183];[0.9228, 0.0263];[0.8532, 0.0113];[0.7251, 0.0206];[0.596, 0.0196];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0];[0.7039, 0.0274];[0.568, 0.0412];[0.768, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;complex;100;0.5;1;no_reasoner;[46.69443488121033, 26.811456106390835];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.886, 0.012];[0.3698, 0.0241];[1.4023, 0.0];[0.9247, 0.0081];[0.886, 0.015];[0.958, 0.004];[0.966, 0.0102];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7355, 0.0442];[0.3861, 0.0885];[3.085, 0.0];[0.9215, 0.0099];[0.88, 0.0126];[0.944, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;complex;100;0.5;1;dcr;[76.68130002021789, 19.63334052079645];[0.0191, 0.0005];[0.012, 0.0002];[0.0147, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3681, 0.0353];[0.363, 0.0336];[0.3618, 0.0363];[0.9271, 0.0145];[0.886, 0.028];[0.966, 0.0102];[0.972, 0.0098];[0.998, 0.004];[0.9266, 0.0147];[0.886, 0.028];[0.966, 0.0102];[0.972, 0.0098];[0.992, 0.0075];[0.392, 0.0693];[0.3951, 0.0738];[0.3775, 0.0653];[0.9215, 0.0149];[0.884, 0.0233];[0.928, 0.016];[1.0, 0.0];[1.0, 0.0];[0.9221, 0.0144];[0.884, 0.0233];[0.932, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;complex;100;0.5;1;r2n;[81.47619142532349, 22.441524632181377];[0.0133, 0.0001];[0.012, 0.0002];[0.0146, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3584, 0.0271];[0.3584, 0.0272];[0.3583, 0.027];[0.9276, 0.0077];[0.888, 0.016];[0.962, 0.0075];[0.968, 0.0098];[0.998, 0.004];[0.9274, 0.0077];[0.888, 0.016];[0.962, 0.0075];[0.968, 0.0098];[0.996, 0.008];[0.3786, 0.076];[0.3798, 0.0774];[0.3775, 0.0747];[0.9281, 0.0044];[0.896, 0.008];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9281, 0.0044];[0.896, 0.008];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;complex;100;0.5;1;sbr;[53.59753670692444, 16.86068878560101];[0.0174, 0.0011];[0.0141, 0.001];[0.0207, 0.0012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2243, 0.0266];[0.2096, 0.0291];[0.2389, 0.0244];[0.9471, 0.0069];[0.922, 0.0117];[0.964, 0.0102];[0.976, 0.0102];[0.998, 0.004];[0.9606, 0.0094];[0.936, 0.015];[0.984, 0.008];[0.994, 0.0049];[1.0, 0.0];[0.2863, 0.0538];[0.2894, 0.0685];[0.2832, 0.0414];[0.9361, 0.023];[0.908, 0.0371];[0.944, 0.015];[1.0, 0.0];[1.0, 0.0];[0.9567, 0.0202];[0.928, 0.0349];[0.984, 0.008];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;complex;100;0.5;1;rnm;[62.969856119155885, 31.432466174803636];[0.0128, 0.0002];[0.012, 0.0002];[0.0136, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3048, 0.0272];[0.3103, 0.0271];[0.2993, 0.0278];[0.9332, 0.0044];[0.898, 0.0117];[0.962, 0.0117];[0.974, 0.0102];[0.998, 0.004];[0.9352, 0.0047];[0.898, 0.0117];[0.964, 0.0102];[0.986, 0.0049];[1.0, 0.0];[0.332, 0.0707];[0.3634, 0.087];[0.3006, 0.0553];[0.9321, 0.0079];[0.904, 0.008];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.937, 0.0068];[0.904, 0.008];[0.972, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;1;no_reasoner;[47.71075081825256, 35.206733413108275];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8578, 0.0091];[0.3134, 0.0182];[1.4023, 0.0];[0.9284, 0.0056];[0.894, 0.0136];[0.954, 0.0136];[0.966, 0.012];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7245, 0.0361];[0.364, 0.0722];[3.085, 0.0];[0.9237, 0.0121];[0.892, 0.016];[0.932, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;1;dcr;[79.07282881736755, 31.589197892099744];[0.0202, 0.0004];[0.0122, 0.0004];[0.0163, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3105, 0.0217];[0.3048, 0.021];[0.3043, 0.0227];[0.9238, 0.0092];[0.882, 0.0214];[0.956, 0.0102];[0.972, 0.0075];[1.0, 0.0];[0.9233, 0.0087];[0.882, 0.0214];[0.954, 0.0102];[0.972, 0.0075];[0.99, 0.011];[0.3616, 0.0517];[0.3626, 0.0569];[0.3488, 0.0481];[0.9038, 0.0074];[0.852, 0.016];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9034, 0.0075];[0.852, 0.016];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;1;r2n;[91.59719324111938, 56.74907749827732];[0.0134, 0.0003];[0.0121, 0.0004];[0.0147, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2957, 0.0262];[0.2957, 0.0262];[0.2957, 0.0262];[0.9341, 0.0093];[0.9, 0.02];[0.958, 0.0075];[0.972, 0.0075];[1.0, 0.0];[0.9339, 0.0092];[0.9, 0.02];[0.958, 0.0075];[0.972, 0.0075];[0.996, 0.008];[0.3548, 0.0565];[0.3559, 0.0578];[0.3536, 0.0552];[0.9166, 0.011];[0.876, 0.015];[0.928, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9166, 0.011];[0.876, 0.015];[0.928, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;1;sbr;[35.611931037902835, 2.9397208704887494];[0.0217, 0.003];[0.0168, 0.0027];[0.0265, 0.0033];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.1917, 0.0199];[0.1835, 0.0225];[0.1999, 0.0178];[0.9446, 0.0059];[0.918, 0.0117];[0.962, 0.0147];[0.974, 0.0136];[1.0, 0.0];[0.9565, 0.0073];[0.93, 0.0141];[0.976, 0.0049];[0.992, 0.004];[0.998, 0.004];[0.2729, 0.0489];[0.2839, 0.0663];[0.2619, 0.0325];[0.9288, 0.0119];[0.896, 0.015];[0.944, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9452, 0.0114];[0.916, 0.0233];[0.968, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;1;rnm;[53.72234683036804, 35.686192330587176];[0.0139, 0.0007];[0.0123, 0.0004];[0.0156, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2419, 0.0239];[0.2457, 0.0243];[0.2381, 0.024];[0.94, 0.0067];[0.912, 0.0133];[0.956, 0.008];[0.974, 0.0102];[1.0, 0.0];[0.9434, 0.0085];[0.912, 0.0133];[0.966, 0.012];[0.986, 0.0136];[1.0, 0.0];[0.3096, 0.0478];[0.3339, 0.0621];[0.2853, 0.0359];[0.9091, 0.0094];[0.86, 0.0126];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.914, 0.0079];[0.86, 0.0126];[0.968, 0.0204];[1.0, 0.0];[1.0, 0.0]
